GeneSymbol	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_ProbeID	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_logFC	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_adj.P.Val	MayoEGWAS_eQTL_TCX_AD_SNP	MayoEGWAS_eQTL_TCX_AD_Probe	MayoEGWAS_eQTL_TCX_AD_Beta	MayoEGWAS_eQTL_TCX_AD_Pvalue	IGAP_1_SNP	IGAP_1_Beta	IGAP_1_Pvalue
SLC30A3	ENSG00000115194	-0.706040371626883	9.73694069258172e-06	rs12475843	ILMN_1805807	-0.1417	0.02508	rs3795958	-0.0596	0.002825
SLC32A1	ENSG00000101438	-0.845370289303154	3.94622469465469e-05	rs2748665	ILMN_1697512	-0.1928	0.02254	rs146504850	0.2106	0.002071
SLC35B1	ENSG00000121073	-0.168983887747939	0.00366463401568959	rs11870428	ILMN_1727840	0.03354	0.1433	rs62060097	-0.2978	0.0001666
SLC38A2	ENSG00000134294	0.515257679056492	6.15956086903666e-06	rs10880967	ILMN_1651799	0.01502	0.392	rs11182826	0.2475	6.278e-05
SLC39A10	ENSG00000196950	-0.356080498114073	0.0073872564511502	rs10497768	ILMN_1656129	-0.1928	0.04289	rs10931663	0.0631	0.001957
SLC39A11	ENSG00000133195	0.334570203775669	7.48981486724849e-05	rs6501581	ILMN_1742705	-0.06928	0.06205	rs12947425	0.199	5.418e-05
SLC39A12	ENSG00000148482	0.420595042427831	0.00306464260830782	rs2488107	ILMN_1718949	0.148	0.01027	rs10764540	0.056	0.001936
SLC39A3	ENSG00000141873	-0.324261581594031	0.00093176383459072	rs2110119	ILMN_2234970	0.044	0.02136	rs12982061	-0.1029	0.0001444
SLC41A3	ENSG00000114544	-0.210494166238818	0.00173900342412933	rs11920522	ILMN_2356111	-0.05218	0.004479	rs7635895	0.0956	0.003172
SLC43A2	ENSG00000167703	-0.407047155587864	4.38444761565281e-06	rs2272011	ILMN_1787127	0.03941	0.0697	rs13341542	-0.0702	0.0002756
SLC43A3	ENSG00000134802	0.449411437412435	4.84206337844631e-07	rs2581928	ILMN_2330307	-0.1285	5.067e-05	rs61886694	-0.5467	3.464e-05
SLC44A1	ENSG00000070214	0.313815051681392	6.54433767252142e-05	rs383126	ILMN_1758673	-0.07305	0.005209	rs77530064	-0.2601	0.0008677
SLC45A1	ENSG00000162426	-0.334087420084544	0.000617963494622401	NA	NA	NA	NA	rs112053331	0.3206	0.0009001
SLC45A3	ENSG00000158715	0.419270653819279	1.86419455370776e-05	rs1775147	ILMN_1726114	0.1289	0.01575	rs41304251	-0.3263	6.733e-05
SLC4A11	ENSG00000088836	0.746610583054871	6.03085849607854e-12	rs6084288	ILMN_1735156	0.3271	8.657e-05	rs2013603	0.0702	0.0001324
SLC4A1AP	ENSG00000163798	-0.27259270619774	0.00114489073314928	rs1881396	ILMN_1750876	0.02122	0.3469	rs3795958	-0.0596	0.002825
SLC4A2	ENSG00000164889	0.367037593460241	1.45662479298139e-05	rs6970983	ILMN_2078389	-0.1197	0.02688	rs4570064	0.0955	0.0004975
SLC4A3	ENSG00000114923	-0.222147764427167	0.00539124502455305	NA	NA	NA	NA	rs76900548	0.279	0.0005615
SLC4A8	ENSG00000050438	-0.306339254551246	0.00250963199038695	rs7311196	ILMN_2303669	0.1477	0.004693	rs73305721	0.0941	0.001658
SLC52A3	ENSG00000101276	0.40444355177434	0.00371723260218113	NA	NA	NA	NA	rs6041586	0.0615	0.0001246
SLC5A11	ENSG00000158865	0.596386079354523	0.000120272923007204	rs8062004	ILMN_2228780	0.2421	0.01003	rs11864316	-0.1054	0.0002375
SLC5A3	ENSG00000198743	0.401039688261287	0.000375859065524743	rs2834332	ILMN_1787813	0.116	0.01893	rs12482339	0.3652	1.614e-05
SLC6A12	ENSG00000111181	0.666226407782838	5.6271443803083e-13	rs515932	ILMN_1780831	-0.137	0.01799	rs10848445	0.0503	0.002184
SLC6A16	ENSG00000063127	0.220259273201517	0.00456692705031349	rs10405154	ILMN_1723287	-0.1566	4.749e-06	rs2547238	0.0905	7.167e-05
SLC6A17	ENSG00000197106	-0.518555646834817	0.000157237766554965	rs2002384	ILMN_1723837	0.07055	0.02945	rs705271	-0.1133	0.0006297
SLC6A7	ENSG00000011083	-0.280340464081602	0.00885860797237142	rs4358508	ILMN_1780222	0.2339	0.008632	rs76506773	0.5394	0.0003715
SLC6A9	ENSG00000196517	0.491622597402591	8.0764391130543e-10	rs2301993	ILMN_1714445	-0.09469	0.01315	rs11801074	-0.1649	0.002067
SLC7A14	ENSG00000013293	-0.456341486453791	0.00259445205854631	rs1035298	ILMN_1676602	-0.1012	0.01012	rs114865682	0.2457	8.042e-05
SLC7A2	ENSG00000003989	0.5342580584032	0.00010398719041478	rs2588209	ILMN_1781400	0.1378	0.002016	rs72607352	0.1311	0.0006727
SLC7A8	ENSG00000092068	-0.256828130060913	0.00158084667595524	rs2236135	ILMN_1807894	0.1566	6.75e-05	rs118155582	-0.1926	0.0005586
SLC8A2	ENSG00000118160	-0.459751337569557	0.000188033268017333	rs4802352	ILMN_1698846	0.06118	0.01487	rs2547238	0.0905	7.167e-05
SLC9A1	ENSG00000090020	-0.212174706362261	0.00446413334360362	rs11576827	ILMN_1800425	-0.03873	0.09045	rs12410656	-0.2287	8.229e-05
SLC9A7	ENSG00000065923	-0.347147401869834	0.000794415610068416	NA	NA	NA	NA	NA	NA	NA
SLCO1A2	ENSG00000084453	0.331773348916092	0.00113064198342951	rs11568563	ILMN_2381020	-0.7153	1.225e-08	rs113121416	0.4134	0.0003371
SLCO3A1	ENSG00000176463	0.151831556369624	0.00283332439974889	rs6496888	ILMN_1678928	-0.1487	0.001897	rs4932350	0.0641	0.0001933
SLCO4A1	ENSG00000101187	0.555066427639757	6.9677577538368e-05	rs4809499	ILMN_1727200	-0.1103	0.1029	rs13044192	-0.4072	0.0008361
SLIT1	ENSG00000187122	-0.350422108076045	0.00389979617088017	rs2306953	ILMN_1756959	0.197	0.08492	rs726175	-0.06	0.003376
SLIT3	ENSG00000184347	-0.329183272886938	0.00643324955899183	rs296007	ILMN_1811313	-0.1123	0.02042	rs12186698	0.0812	0.004244
SLITRK1	ENSG00000178235	-0.282946117610065	0.00061425730172935	rs928602	ILMN_2096623	-0.04036	0.1486	rs7983776	-0.0643	0.001605
SLITRK5	ENSG00000165300	-0.394431118002473	0.00624800095852902	rs10507969	ILMN_1789040	0.08517	0.0722	rs10400637	-0.1243	0.001387
SLN	ENSG00000170290	-0.805587947138516	0.000142272171482292	rs649974	ILMN_1778595	0.3088	0.0004773	rs12802183	-0.074	0.0003462
SLX4	ENSG00000188827	-0.380043193376532	6.67881339837295e-06	NA	NA	NA	NA	rs74977702	0.322	0.001492
SMAP2	ENSG00000084070	-0.286928369044119	0.00323114977916042	rs6691598	ILMN_2081682	-0.02124	0.02392	rs12067173	0.0823	7.18e-05
SMARCA4	ENSG00000127616	-0.220802893995327	0.00214297482027566	rs3786725	ILMN_1814173	-0.05623	0.1261	rs75375271	0.1187	0.0006977
SMARCC1	ENSG00000173473	0.156403486930746	0.00376170472174543	rs6806860	ILMN_1694603	-0.03517	0.01484	rs9815478	-0.1005	0.001486
SMC1A	ENSG00000072501	0.138046351384407	0.00453361770212458	NA	NA	NA	NA	NA	NA	NA
SMDT1	ENSG00000183172	-0.169933406034267	0.00417639489476656	NA	NA	NA	NA	rs136402	0.0733	4.249e-05
SMIM10L2A	ENSG00000178947	-0.429008296259757	1.01079640404707e-06	NA	NA	NA	NA	NA	NA	NA
SMIM10L2B	ENSG00000196972	-0.474378061791745	2.02338713806457e-05	NA	NA	NA	NA	NA	NA	NA
SMIM3	ENSG00000256235	0.467741105016152	2.10929643177586e-08	NA	NA	NA	NA	rs76506773	0.5394	0.0003715
SMIM4	ENSG00000168273	-0.313404707687428	0.00209027563506665	NA	NA	NA	NA	rs144915585	0.1408	0.001568
SMKR1	ENSG00000240204	-0.403911231688695	0.000411912686981084	NA	NA	NA	NA	rs613169	0.0837	0.002275
SMO	ENSG00000128602	0.295887659382177	0.00165413737497567	rs2735842	ILMN_1782098	-0.1688	0.0005028	rs613169	0.0837	0.002275
SMOC1	ENSG00000198732	0.29424487764722	0.0040282310068656	rs7144954	ILMN_1791202	0.136	0.007611	rs117614563	0.2608	0.000459
SMOX	ENSG00000088826	0.327892809545797	8.38991097479158e-05	rs6084686	ILMN_2367258	-0.1341	0.002826	rs2013603	0.0702	0.0001324
SMPD3	ENSG00000103056	-0.312885541952918	0.00411942673050139	rs8058517	ILMN_1802316	0.1425	0.03432	rs75465473	0.2504	0.001637
SMS	ENSG00000102172	-0.233516876959951	0.00388157854884906	NA	NA	NA	NA	NA	NA	NA
SMTN	ENSG00000183963	0.51552971347797	1.49735580773234e-06	rs5753480	ILMN_1785618	-0.1224	0.01711	rs80218688	0.2384	0.0004725
SMYD3	ENSG00000185420	-0.326420097926829	0.000597308817687288	rs4654164	ILMN_1741954	0.06697	0.001787	rs6686745	-0.1357	5.597e-05
SMYD5	ENSG00000135632	-0.16681140611065	0.00593595395118792	rs2303905	ILMN_1663827	-0.06695	0.003568	rs7568849	0.051	0.00357
SNAI3-AS1	ENSG00000260630	-0.246205796526374	0.00621416364840087	NA	NA	NA	NA	16:89631717	0.4619	1.514e-05
SNAP25	ENSG00000132639	-0.52292267086948	0.00371723260218113	rs362563	ILMN_2408080	-0.2514	0.009838	rs78140317	0.0793	0.001759
SNAP29	ENSG00000099940	-0.126755448878231	0.0059390789800382	rs10483104	ILMN_1659857	-0.3365	4.822e-27	rs56132768	0.0641	0.001242
SNAPC4	ENSG00000165684	-0.296613827263808	0.00421446665427294	rs3812595	ILMN_1677484	-0.06687	0.003047	rs689266	0.072	1.502e-05
SNCA	ENSG00000145335	-0.381179119340088	0.00219067184318778	rs2301134	ILMN_1701933	-0.08214	0.008293	rs356182	-0.0557	0.001219
SNCB	ENSG00000074317	-0.451416983367823	0.000531535229652127	rs7733892	ILMN_1779343	0.1693	0.006231	rs335472	0.1523	2.815e-05
SNED1	ENSG00000162804	-0.268338837467106	0.00623125442313484	NA	NA	NA	NA	rs12712299	0.0779	0.0006851
SNORD17	ENSG00000212232	0.822940147945699	0.00571321092676948	NA	NA	NA	NA	rs6081165	-0.273	0.0001891
SNRNP25	ENSG00000161981	-0.167342938003184	0.00623453134566108	NA	NA	NA	NA	rs62030834	-0.0675	8.826e-05
SNRPD1	ENSG00000167088	-0.192792662519038	0.00233200286877107	rs7232558	ILMN_1768393	-0.02461	0.3844	rs118192075	0.2342	0.0001683
SNRPD3	ENSG00000100028	-0.216018853069111	0.0031883030155747	rs11090327	ILMN_1794599	-0.1064	0.01123	rs5760076	-0.0759	3.911e-05
SNRPN	ENSG00000128739	-0.427254187835568	9.79629158611945e-05	rs975699	ILMN_1656537	0.05195	0.008256	rs61995389	-0.0882	0.0004361
SNU13	ENSG00000100138	-0.236499326861924	0.0064103602424374	NA	NA	NA	NA	rs136402	0.0733	4.249e-05
SNUPN	ENSG00000169371	-0.215774241446792	0.000396354891553797	rs1128585	ILMN_2364535	-0.05785	0.000183	rs74777457	0.1551	0.002833
SNX18P7	ENSG00000234373	-0.851847177019847	0.000154906157763342	NA	NA	NA	NA	rs6476452	0.503	0.0001098
SNX33	ENSG00000173548	0.274715185975978	0.000276525212667944	rs4073214	ILMN_1736093	0.05492	0.1025	rs74777457	0.1551	0.002833
SOCS4	ENSG00000180008	0.240122197247015	0.000232633797172389	rs17253702	ILMN_1753795	-0.0951	0.1089	rs113417629	0.0931	0.0009843
SOD1	ENSG00000142168	-0.279976740048756	0.00123711811121251	rs2833446	ILMN_1662438	0.02902	0.05129	rs117368946	-0.1262	0.003879
SORBS2	ENSG00000154556	-0.157669911088924	0.00983069736226702	rs931305	ILMN_2407879	0.054	0.00329	rs73007848	-0.1485	0.001395
SORCS1	ENSG00000108018	-0.526035676455745	6.06748571065267e-05	rs2152676	ILMN_1699190	-0.154	0.0005696	rs11192438	0.1562	0.0005189
SOWAHB	ENSG00000186212	-0.772971611065419	0.0015067750868242	NA	NA	NA	NA	rs6852075	-0.0597	0.0003385
SOWAHC	ENSG00000198142	0.211197638154412	0.00663134737849762	NA	NA	NA	NA	rs148161031	0.2244	0.001507
SOX10	ENSG00000100146	0.249948463621462	0.00323577381410189	rs4821733	ILMN_1653750	0.04638	0.0317	rs4821712	0.0547	0.0008104
SOX13	ENSG00000143842	0.225462910228287	0.00308119130070711	rs9438466	ILMN_1683755	0.0451	0.1499	rs10900422	0.2454	0.0001749
SOX8	ENSG00000005513	0.189608297926681	0.00586052168702018	rs213658	ILMN_1789244	0.06047	0.05734	rs62030834	-0.0675	8.826e-05
SP1	ENSG00000185591	0.22565820542761	0.00142635611586513	rs10783580	ILMN_1676010	0.02783	0.1179	rs4919705	0.261	0.0001223
SP2-AS1	ENSG00000234494	-0.441423066050751	0.00033815282020337	NA	NA	NA	NA	rs9896800	-0.078	1.919e-05
SP8	ENSG00000164651	-0.428808528967791	0.00883085989556589	rs2529753	ILMN_2306631	0.09305	0.1426	rs3095199	-0.06	0.00182
SP9	ENSG00000217236	-0.423921673191784	0.00689660698699715	NA	NA	NA	NA	rs75620859	-0.0956	0.0005813
SPACA6	ENSG00000182310	0.229007635768993	0.00330508246678898	NA	NA	NA	NA	rs3865444	-0.0954	5.12e-08
SPACA9	ENSG00000165698	-0.223224274137634	0.000352042753944983	NA	NA	NA	NA	rs71501136	-0.4117	0.003057
SPAG7	ENSG00000091640	-0.206834333915901	0.00890946013432701	rs3760490	ILMN_1684446	0.06694	0.002894	rs8078173	0.1279	2.871e-06
SPATA13	ENSG00000182957	0.257847397094936	0.0026447997491693	rs7336618	ILMN_1742824	0.1005	0.04674	rs145908562	0.3145	8.128e-05
SPATA2L	ENSG00000158792	-0.40648549434773	0.00159652395985212	rs2377058	ILMN_1691111	0.07153	0.04494	16:89631717	0.4619	1.514e-05
SPATA31C1	ENSG00000230246	-0.364605999968688	0.00538162966921694	NA	NA	NA	NA	rs10115062	0.0504	0.001075
SPATA6L	ENSG00000106686	-0.240930791473261	0.00320851415411081	NA	NA	NA	NA	rs10972598	0.0698	6.592e-05
SPATC1L	ENSG00000160284	-0.338708151247417	0.00885860797237142	NA	NA	NA	NA	rs41277544	0.1372	0.003088
SPATS2	ENSG00000123352	-0.190666474330529	0.00579239056858655	rs4898506	ILMN_2203463	-0.03713	0.1781	rs10875851	-0.0585	0.0005135
SPC24	ENSG00000161888	-0.367524675269459	0.000695095811863789	rs688	ILMN_2181432	-0.0772	0.09765	rs75375271	0.1187	0.0006977
SPCS1	ENSG00000114902	-0.287286991592153	0.000641222423650359	rs1108842	ILMN_1665280	-0.02941	0.02803	rs17030969	0.1932	0.000927
SPDEF	ENSG00000124664	-0.526028805216424	5.53059530794931e-05	rs2233645	ILMN_2161330	0.3294	0.03038	rs2274154	0.0806	0.001375
SPDYE18	ENSG00000205482	-0.538955294010026	0.00080863471660018	NA	NA	NA	NA	rs112378913	0.1236	0.0002337
SPEF1	ENSG00000101222	-0.496801506155691	2.3530192445994e-05	NA	NA	NA	NA	rs2013603	0.0702	0.0001324
SPEG	ENSG00000072195	-0.25121026438173	0.000440696665681035	NA	NA	NA	NA	rs76900548	0.279	0.0005615
SPHKAP	ENSG00000153820	-0.535768744315048	0.00033974291310084	rs11690643	ILMN_1763412	0.1363	0.07943	rs56126070	0.0698	0.0006949
SPICE1	ENSG00000163611	-0.268277695896269	0.000401689976466457	NA	NA	NA	NA	rs73857305	0.2223	0.0005926
SPIN2B	ENSG00000186787	-0.255333675677627	0.00176534512766275	NA	NA	NA	NA	NA	NA	NA
SPIN3	ENSG00000204271	-0.285186724625413	0.00986418451096925	NA	NA	NA	NA	NA	NA	NA
SPINT2	ENSG00000167642	-0.306725423659435	0.00144327083383968	rs3786870	ILMN_1800739	-0.07803	0.01636	rs139850895	-0.3025	0.0001408
SPIRE2	ENSG00000204991	-0.25400760893889	0.00277533772222975	rs7195066	ILMN_1703284	0.07842	0.009711	16:89631717	0.4619	1.514e-05
SPN	ENSG00000197471	0.457099712176368	0.000578101901143116	rs6565169	ILMN_1801040	-0.1572	0.0001451	rs141436390	0.3399	0.0002321
SPOCK2	ENSG00000107742	-0.250590893390703	0.00323524768883826	rs1668161	ILMN_1656287	-0.04593	1.748e-05	rs12253621	0.0953	0.0002533
SPON2	ENSG00000159674	-0.802326940760629	3.57157354969423e-06	NA	NA	NA	NA	rs13138250	-0.0927	0.0002352
SPP1	ENSG00000118785	0.568864439337302	0.000507518664572053	rs1463104	ILMN_2374449	0.06522	0.002534	rs115235226	0.1746	0.0002045
SPRED3	ENSG00000188766	-0.700048044229775	4.68525999300888e-06	rs12609878	ILMN_2410194	-0.2662	0.0003735	rs139850895	-0.3025	0.0001408
SPRN	ENSG00000203772	-0.403704924326466	0.000485898096016677	rs4838680	ILMN_2132898	0.3055	4.712e-11	rs2397752	0.0774	5.561e-05
SPRR2G	ENSG00000159516	-0.774046079820027	8.38187853050197e-05	NA	NA	NA	NA	rs12065199	0.2124	2.479e-05
SPRYD3	ENSG00000167778	-0.348658310397992	0.000662265269375886	rs7313065	ILMN_1788095	0.04539	0.08128	rs4919705	0.261	0.0001223
SPRYD7	ENSG00000123178	-0.269206069068156	0.00756150808340427	NA	NA	NA	NA	rs532641	0.0753	0.0004087
SPTAN1	ENSG00000197694	-0.266560288700484	0.00219632186804487	rs10513497	ILMN_2095133	0.01347	0.1106	rs887656	0.088	0.0002034
SPTBN2	ENSG00000173898	-0.297411204444459	0.00688815253402591	rs11227596	ILMN_1667079	-0.1129	0.1022	rs57478329	0.4108	6.721e-05
SPTBN4	ENSG00000160460	-0.303233822788689	0.00685162734818166	rs2561567	ILMN_2406439	0.1238	0.02586	rs62120485	0.0746	9.389e-05
SPTSSA	ENSG00000165389	0.236119580912934	0.00227041653033149	NA	NA	NA	NA	rs28690092	-0.1108	5.113e-05
SQSTM1	ENSG00000161011	-0.187450997585374	0.00686413192887862	rs248247	ILMN_1662618	0.06484	0.006783	rs66465242	0.1519	6.775e-05
SRD5A1	ENSG00000145545	-0.423059129759675	0.000129654442890088	rs3776445	ILMN_1793241	0.07339	0.1145	rs13152888	-0.0832	0.000411
SRD5A3	ENSG00000128039	-0.256164450604252	0.0023780732786478	rs880358	ILMN_1678435	-0.07176	0.2234	rs3113662	-0.0549	0.004187
SREBF2	ENSG00000198911	-0.230202697781094	0.00139091661502319	rs916440	ILMN_2217661	0.05204	0.345	rs136402	0.0733	4.249e-05
SRM	ENSG00000116649	-0.234015851596274	0.00710848062781847	rs6540964	ILMN_1661337	0.02394	0.3402	rs11588551	0.0511	0.001148
SRPX2	ENSG00000102359	0.463107082952508	0.00142915662208207	NA	NA	NA	NA	NA	NA	NA
SRRM2	ENSG00000167978	0.124127757007829	0.00703698788813848	rs11077336	ILMN_1734602	0.01915	0.04506	rs74977702	0.322	0.001492
SRSF12	ENSG00000154548	-0.319887315991451	0.00227444602126878	NA	NA	NA	NA	rs72916026	0.2192	0.0007628
SSBP4	ENSG00000130511	-0.308316953647253	0.00682127022503702	rs888663	ILMN_2327346	0.07177	0.2446	rs10408290	0.0729	2.006e-05
SSC4D	ENSG00000146700	-0.280354115831612	0.000459611920598277	NA	NA	NA	NA	rs2230602	0.1489	0.0002861
SSFA2	ENSG00000138434	0.217161152856755	0.00196827301707587	rs7592216	ILMN_1742260	0.02464	0.2156	rs111729906	-0.1355	4.871e-05
SSR4	ENSG00000180879	-0.183206340202126	0.000850267507036988	NA	NA	NA	NA	NA	NA	NA
SSSCA1	ENSG00000173465	-0.343997554883233	0.000266962015086331	rs12289836	ILMN_1728714	-0.1286	0.03824	rs139941707	-0.1249	0.003682
SST	ENSG00000157005	-1.35661462745937	2.5441131435458e-08	rs13317337	ILMN_1812824	0.2373	0.0377	rs6764279	-0.0576	0.0009045
SSTR1	ENSG00000139874	-0.407354441258178	0.00199696703388537	rs2415461	ILMN_2069745	-0.114	0.03974	rs79918194	0.3907	0.001455
SSTR4	ENSG00000132671	-0.657610574512357	0.000157839758774215	NA	NA	NA	NA	rs34449811	0.1174	0.00056
ST18	ENSG00000147488	0.294346018142246	0.0030633085876024	rs3758126	ILMN_1713422	0.1511	0.01055	rs13249544	-0.157	0.001332
ST3GAL3	ENSG00000126091	-0.229231428389881	0.000588863639804382	rs11210892	ILMN_1699472	0.04554	0.02349	rs11801074	-0.1649	0.002067
ST6GAL2	ENSG00000144057	-0.290433748912941	0.00061425730172935	rs10166084	ILMN_1797102	0.08124	0.09964	rs11124077	-0.0597	0.000185
ST6GALNAC2	ENSG00000070731	0.412099643050465	0.004483290929483	NA	NA	NA	NA	rs12450340	0.0983	9.841e-05
ST6GALNAC3	ENSG00000184005	0.267998641929736	0.00125410170392458	rs4638174	ILMN_2127379	0.0723	0.00335	rs142968483	-0.2198	0.000261
ST6GALNAC5	ENSG00000117069	-0.438453495762937	0.00215260021582082	rs1004454	ILMN_1773959	-0.1604	0.007929	rs142968483	-0.2198	0.000261
ST8SIA2	ENSG00000140557	-0.274955401114638	0.00122130814731282	rs6496951	ILMN_1758461	0.156	0.005305	rs10852141	0.0472	0.004189
ST8SIA5	ENSG00000101638	-0.361399748125611	0.000185492781191717	rs371346	ILMN_1735584	0.07727	0.002408	rs2156500	-0.0595	0.0002885
STAG1	ENSG00000118007	0.157832774536328	0.00363064701251307	rs9844666	ILMN_2151048	-0.04429	0.2391	rs149591757	0.4477	0.001081
STAG2	ENSG00000101972	0.147624736206889	0.00703942913969762	NA	NA	NA	NA	NA	NA	NA
STAMBPL1	ENSG00000138134	-0.332161532267829	0.00623474171219855	rs1411780	ILMN_1682799	-0.06408	0.01284	rs2049814	-0.0618	6.007e-05
STAP2	ENSG00000178078	-0.263062316549772	0.0018765383825532	rs8111858	ILMN_1704500	0.2882	4.699e-10	rs12982061	-0.1029	0.0001444
STAR	ENSG00000147465	-0.455661630943353	0.00125660695575188	rs2517388	ILMN_2391178	0.07051	0.1882	rs117257602	0.1619	0.0005416
STAT4	ENSG00000138378	-0.598339119375337	0.000382141173569411	rs1517352	ILMN_1785202	0.127	0.02197	rs138560302	-0.3001	0.001165
STAT5A	ENSG00000126561	0.232699076914251	0.00570473242150176	rs744166	ILMN_1753547	-0.05991	0.04709	rs142138608	0.3866	0.0002226
STAU2	ENSG00000040341	-0.264182266484542	0.00765922886946536	rs7831225	ILMN_1769720	-0.0878	0.0123	rs894886	-0.055	0.002494
STIM1	ENSG00000167323	-0.196628534828904	0.000960685140500426	rs10835678	ILMN_2064694	-0.1806	0.0005495	rs74791313	0.2869	0.001304
STK24-AS1	ENSG00000224418	-0.454763522136509	0.000661429027731541	NA	NA	NA	NA	rs11617852	0.1723	0.00279
STK25	ENSG00000115694	-0.177992865028071	0.00380633918445967	rs7593690	ILMN_1668090	0.03622	0.01867	rs12712299	0.0779	0.0006851
STK32C	ENSG00000165752	-0.306224307907852	0.00096333069283601	NA	NA	NA	NA	rs2397752	0.0774	5.561e-05
STK38	ENSG00000112079	0.157983438487823	0.00266979601696929	rs4713989	ILMN_2152581	-0.05029	0.01106	rs9470378	0.0975	0.0006003
STMN1	ENSG00000117632	-0.371952943943679	0.00539124502455305	rs2992068	ILMN_1657796	-0.1017	0.01721	rs35123100	0.1391	0.0005093
STMN2	ENSG00000104435	-0.433083735550524	0.00440612117555217	rs1444549	ILMN_2126038	-0.04746	0.07123	rs142016808	-0.1812	0.001801
STMN3	ENSG00000197457	-0.377956015016368	4.01071112169302e-05	NA	NA	NA	NA	rs13044192	-0.4072	0.0008361
STMN4	ENSG00000015592	-0.302669394410166	0.00572226506117387	rs1345134	ILMN_1731397	-0.07294	0.001134	rs7982	-0.14	2.477e-17
STOML1	ENSG00000067221	-0.329491207693694	0.000564632286401309	rs10152898	ILMN_1801130	-0.1479	0.01292	rs4777603	0.2132	0.0006056
STOX2	ENSG00000173320	-0.283705065507249	0.00386275637245781	rs17090673	ILMN_1803256	0.02697	0.004346	rs3814419	0.0679	0.0006689
STRADA	ENSG00000266173	-0.198853793028863	0.00804612559768039	rs2665840	ILMN_1699666	-0.08219	0.01593	rs4791218	0.1286	0.0002015
STRIP1	ENSG00000143093	-0.183628894365941	0.00807739525662963	NA	NA	NA	NA	rs705271	-0.1133	0.0006297
STRIP2	ENSG00000128578	-0.311654284416111	0.00120420614253871	NA	NA	NA	NA	rs613169	0.0837	0.002275
STUM	ENSG00000203685	-0.437919636437684	6.45736253476417e-05	NA	NA	NA	NA	rs17606040	0.0841	0.001516
STX16-NPEPL1	ENSG00000254995	-0.525978972429879	0.00105859090384151	NA	NA	NA	NA	rs1009737	0.0647	0.001652
STX1A	ENSG00000106089	-0.425809946934903	0.000326179246697635	rs6979031	ILMN_1760160	0.06939	0.1056	rs13234979	0.1495	0.001435
STX1B	ENSG00000099365	-0.413958180853227	0.00049722040441986	rs2305884	ILMN_1660721	0.03018	0.5487	rs4889625	-0.0718	8.163e-05
STXBP1	ENSG00000136854	-0.508652889502301	0.000631536424175319	rs7852204	ILMN_1728747	-0.04405	0.02716	rs62567184	-0.3238	0.0007853
STXBP5	ENSG00000164506	-0.320546027639972	0.00900172761328068	rs6924763	ILMN_1684402	0.04456	0.1112	rs2284796	0.1351	0.0001592
STXBP5-AS1	ENSG00000233452	-0.481733605878718	1.75630180451961e-05	NA	NA	NA	NA	rs2284796	0.1351	0.0001592
STXBP5L	ENSG00000145087	-0.350368567113972	0.00599859510353187	NA	NA	NA	NA	rs111432844	0.2415	0.001079
STYK1	ENSG00000060140	-0.590144461117403	0.00166589373105254	rs7294470	ILMN_2187206	0.2905	0.0006772	rs2682484	-0.088	6.136e-06
SUB1	ENSG00000113387	-0.267551208648036	0.000802954913478953	rs10472810	ILMN_1736054	-0.02208	0.2661	rs11740547	-0.0916	0.0005885
SUGP2	ENSG00000064607	-0.270703529865409	0.00246602641933029	NA	NA	NA	NA	rs10408290	0.0729	2.006e-05
SULF1	ENSG00000137573	-0.355661140698108	0.00805150020360588	rs2099800	ILMN_1702363	0.3393	0.00863	rs7005339	-0.2848	0.001761
SULT1A1	ENSG00000196502	-0.3163926065007	0.000210238915782945	rs3785354	ILMN_1657302	-0.1055	0.01293	rs2291937	-0.161	0.0001732
SULT4A1	ENSG00000130540	-0.428090927269023	0.00140402579319413	rs138105	ILMN_1701637	-0.09483	0.01394	rs138340382	0.3885	0.0002016
SUN2	ENSG00000100242	0.223939127502883	0.00773691631614852	NA	NA	NA	NA	rs4821712	0.0547	0.0008104
SUPT7L	ENSG00000119760	-0.263066371242991	0.000573325319510287	rs1881396	ILMN_2072875	0.04249	0.1477	rs3795958	-0.0596	0.002825
SURF2	ENSG00000148291	-0.196659868379895	0.00670826808820165	rs512770	ILMN_1781628	0.05155	0.05985	rs71501136	-0.4117	0.003057
SURF6	ENSG00000148296	-0.211908223598339	0.00339285459775164	rs4962145	ILMN_1778032	-0.07586	0.01032	rs71501136	-0.4117	0.003057
SUSD4	ENSG00000143502	-0.344355537599954	0.00234281192935856	rs17161993	ILMN_2360307	0.1039	0.05086	rs76417602	0.3877	0.000551
SV2A	ENSG00000159164	-0.30191689901819	0.00382384738932586	rs4926386	ILMN_1702009	-0.04837	0.1408	rs6587723	0.0746	0.0002714
SV2B	ENSG00000185518	-0.358050446516652	0.00708132806505983	rs7181393	ILMN_1806306	0.09109	0.004835	rs6496619	-0.0789	0.000109
SVOP	ENSG00000166111	-0.78499080405958	5.33213047105564e-06	NA	NA	NA	NA	rs10778667	0.0588	0.0006571
SVOPL	ENSG00000157703	-0.454547640592514	0.00299955525591153	NA	NA	NA	NA	rs4031449	0.0759	4.854e-05
